5319	מס' מיון	שם הספר	שם המחבר	הוצאה	כרך	מס' עתי'	Date	Initials	Is Bound	Comments	קטיגורי	מס׳ מדף							
973	10.4	תלמוד בבלי המבואר - מתיבתא -- ראש השנה ב - יח.-לה.	לייפער, יהושע	עוז והדר	ב	1	4/14/2019	EB	FALSE		ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי המבואר - מתיבתא -- שבת א - ב.-כ:	לייפער, יהושע	עוז והדר	א	1	4/14/2019	EB	FALSE	needs spinal reinforcements	ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי המבואר - מתיבתא -- שבת ב - כ:-לו:	לייפער, יהושע	עוז והדר	ב	1	4/14/2019	EB	FALSE	needs spinal reinforcements	ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי המבואר - מתיבתא -- שבת ג - לו:-נו:	לייפער, יהושע	עוז והדר	ג	1	4/14/2019	EB	FALSE		ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי המבואר - מתיבתא -- שבת ה - עו:-צו.	לייפער, יהושע	עוז והדר	ה	1	4/14/2019	EB	FALSE		ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי המבואר - מתיבתא -- שבת ו - צו.-קטו.	לייפער, יהושע	עוז והדר	ו	1	4/14/2019	EB	FALSE		ש״ס - בבלי -- מתיבתא	30.7							
4070	10.4	תלמוד בבלי המבואר - מתיבתא -- שבת ח - קלז:-קנז:	לייפער, יהושע	עוז והדר	ח	1	4/14/2019	EB	FALSE	needs spinal reinforcements	ש״ס - בבלי -- מתיבתא	30.7							
2307	10.4.7	תלמוד בבלי המבואר - מתיבתא -- תענית 	לייפער, יהושע	עוז והדר		1	4/14/2019	EB	FALSE	needs binding	ש״ס - בבלי -- מתיבתא	30.7							
		תלמוד בבלי - כ -- מגילה	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כ		6/6/2021	AL	FALSE	top of spine is frayed 	ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כא -- מועד קטן	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כא		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כב -- חגיגה	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כב		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כג -- יבמות א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כג		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כד -- יבמות ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כד		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כה -- יבמות ג	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כה		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כו -- כתובות א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כו		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כז -- כתובות ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כז		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כז -- כתובות ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כז		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כח -- כתובות ג	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כח		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - כט -- נדרים א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	כט		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - ל -- נדרים ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	ל		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לא -- נזיר א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לא		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לב -- נזיר ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לב		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לג(א) -- סוטה א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לג(א)		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לג(ב) -- סוטה ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לג(ב)		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לד -- גיטין א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לד		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לה -- גיטין ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לה		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לו -- קידושין א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לו		6/6/2021	AL	FALSE	missing	ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לז -- קידושין ב	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לז		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לח -- בבא קמא א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לח		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי - לח -- בבא קמא א	מלינוביץ, חיים / גולדשטיין, יצחק	ארטסקרול - מסורה	לח		6/6/2021	AL	FALSE		ש״ס - בבלי -- ארטסקרול עברית	31.1							
		תלמוד בבלי המאור - בבא בתרא א -- ב-כז	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא בתרא א -- ב-כז	ביטון, דניאל	מכון המאור	א	2	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא בתרא ב -- כח-ס	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא בתרא ג -- סא-קב	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE	needs spinal work	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא בתרא ד -- קב-קלט	ביטון, דניאל	מכון המאור	ד	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא בתרא ה -- קלט-קעו	ביטון, דניאל	מכון המאור	ה	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא מציעא א -- ב-לג	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא מציעא ב -- לג-ס	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא מציעא ג -- ס-צד	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא מציעא ד -- צד-קיט	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא קמא א -- ב-לו	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא קמא ב -- לו-סב	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא קמא ג -- סב-צג	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בבא קמא ד -- צג-קיג	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - ביצה	ביטון, דניאל	מכון המאור		1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - בכורות	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - גיטין א -- ב-לב	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE	needs spinal work	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - גיטין ב -- לב-סב	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE	needs spinal reinforcements	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - גיטין ג -- סב-צ	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - זבחים א -- ב-לא	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - זבחים ב -- לא-נז	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE	Not sure if this is the yeshiva's. I did not initial	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - זבחים ב -- לא-נז	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - זבחים ג -- נח-פח	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - זבחים ד -- פט-קב	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - חגיגה	ביטון, דניאל	מכון המאור	ד	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - חולין א -- ב-מב	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - חולין ב -- מב-סז	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - חולין ג -- סח-קג	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - חולין ד -- קל-קמב	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יבמות א -- ב-כו	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יבמות ב -- כו-נ	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יבמות ד -- ע-צז	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יבמות ה -- צז-קכב	ביטון, דניאל	מכון המאור	ה	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יומא א -- ב-כח	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יומא ב -- כח-סב	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יומא ג -- סב-פח	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - יומא ג -- סב-פח	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - כריתות	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - כתובות ב -- כט-נד	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - כתובות ג -- נד-פב	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - כתובות ד -- פג-קיב	ביטון, דניאל	מכון המאור	ד	1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מועד קטן 	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מכות	ביטון, דניאל	מכון המאור		1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מנחות א -- ב-כד	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מנחות ב -- כה-נב	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מנחות ג -- נב-פג	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מנחות ד -- פג-קי	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - מעילה / קנים / תמיד / מדות	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נדה א -- ב-לט	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נדה ב -- מ-עג	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נדרים א -- ב-לב	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נדרים ב -- לב-סג	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נדרים ג -- סד-צא	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - נזיר ב -- לד-סו	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סוטה א -- ב-כז	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סוטה ב -- כז-מט	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סוכה א -- ב-כט	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סוכה ב -- כט-נו	ביטון, דניאל	מכון המאור	ב	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סנהדרין א -- ב-לא	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE	needs binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סנהדרין ב -- לב-סח	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סנהדרין ב -- לב-סח	ביטון, דניאל	מכון המאור	ב	2	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סנהדרין ג -- סח-צ	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - סנהדרין ד -- צ-קיג	ביטון, דניאל	מכון המאור	ד	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - עבודה זרה א -- ב-כב	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - עבודה זרה ג -- מט-עו / הוריות	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - עירובין ב -- לח-עו	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - עירובין ג -- עו-קה	ביטון, דניאל	מכון המאור	ג	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - ערכין / תמורה	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - פסחים א -- ב-ל	ביטון, דניאל	מכון המאור	א	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - פסחים ב -- ל-נז	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
2405	11.4.1	תלמוד בבלי המאור - פסחים ג -- נח-צב	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
4472	11.4.1	תלמוד בבלי המאור - פסחים ד -- צב-קכא	ביטון, דניאל	מכון המאור	ד	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
4749	11.4.1	תלמוד בבלי המאור - קידושין א -- ב-כט	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE	needs reinforcements	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - קידושין ב -- כט-נח	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE	needs cervical and sacral spinal reinforcements	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שבועות ב -- ל-מט	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שבת א -- ב-לו	ביטון, דניאל	מכון המאור	א	1	5/21/2019	EB	FALSE	needs axial spinal binding	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שבת ב -- לו-עו	ביטון, דניאל	מכון המאור	ב	1	5/21/2019	EB	FALSE	needs cervical spinal repairs	ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שבת ג -- עו-קטו	ביטון, דניאל	מכון המאור	ג	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שבת ד -- קטו-קנז	ביטון, דניאל	מכון המאור	ד	1	5/20/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - שקלים	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המאור - תענית	ביטון, דניאל	מכון המאור		1	5/21/2019	EB	FALSE		ש״ס - בבלי -- המאור	31.4							
		תלמוד בבלי המבואר - מתיבתא -- סוכה ב - כט:-נו:	לייפער, יהושע	עוז והדר	ב	2	5/20/2019	EB	FALSE	double - needs to be moved to belonofsky or other mesivtas	ש״ס - בבלי -- מתיבתא	31.4							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא ב.-יז.	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא לח.-ס:	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא סא.-פד:	לייפער, יהושע	עוז והדר	ד		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא פד:-קח.	לייפער, יהושע	עוז והדר	ה		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא קח.-קל.	לייפער, יהושע	עוז והדר	ו		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא קל.-קנג.	לייפער, יהושע	עוז והדר	ז		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא בתרא קנג.-קעו:	לייפער, יהושע	עוז והדר	ח		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא מציעא ב - כא.-מא:	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא מציעא ג - מב.-ס:	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא מציעא ד - ס:-עט:	לייפער, יהושע	עוז והדר	ד		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בבא מציעא ה - פ.-צט:	לייפער, יהושע	עוז והדר	ה		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בכורות א -ב.-יט:	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בכורות ב - יט:-לט:	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- בכורות ג - לט:-סא.	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- גיטין א - ב.-יז.	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- גיטין ג - לז:-נה:	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- גיטין ד - נה:-עב.	לייפער, יהושע	עוז והדר	ד		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- הוריות / עדיות	לייפער, יהושע	עוז והדר			10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- זבחים א - ב.-יט:	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- זבחים ב - יט:-לו:	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- זבחים ג - לו:-נז:	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- זבחים ה - עז:-צח:	לייפער, יהושע	עוז והדר	ה		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- זבחים ו - צח:-קכ:	לייפער, יהושע	עוז והדר	ו		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין א - ב.-כב.	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין ב - כב-מב.	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין ג - מב.-נט.	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין ד - נט.-עח.	לייפער, יהושע	עוז והדר	ד		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין ה - עח.-צו:	לייפער, יהושע	עוז והדר	ה		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- חולין ז - קיז:-קמב.	לייפער, יהושע	עוז והדר	ז		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- יומא א - ב.-כח.	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- כריתות א - ב.-יד:	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- כריתות ב - יד:-כח:	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- מנחות א - ב.-כג.	לייפער, יהושע	עוז והדר	א		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- מנחות ב - כג.-מד: 	לייפער, יהושע	עוז והדר	ב		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- מנחות ג - מד:-סג: 	לייפער, יהושע	עוז והדר	ג		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
		תלמוד בבלי המבואר - מתיבתא -- מנחות ד - סג: - פז.	לייפער, יהושע	עוז והדר	ד		10/26/2021	AL	FALSE		ש״ס - בבלי -- מתיבתא	31.5							
