5319	מס' מיון	שם הספר	שם המחבר	הוצאה	כרך	מס' עתי'	Date	Initials	Is Bound	Comments	קטיגורי	מס׳ מדף							
		ספר סוכת חיים על הלכות ד׳ מינים החג	לונדינסקי, שמחה בונם	מכון ספרים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר סוכת חיים על הלכות עניני חנוכה	לונדינסקי, שמחה בונם	מכון ספרים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר סוכת חיים על הלכות עניני פסח וליל הסדר	לונדינסקי, שמחה בונם	מכון ספרים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר סוכת חיים על הלכות עשיית וישיבת סוכה	לונדינסקי, שמחה בונם	מכון ספרים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר שולחן שלמה - חלק ראשון	לייזרזון, שמחה בונם		ֿא		5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר שולחן שלמה - חלק שני	לייזרזון, שמחה בונם		ב		5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר שמעתתא דמשה - אורח חיים -- סימנים תכ״ט - תצ״ד	פיינשטיין, משה	מכון אסוקי שמעתתא			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר שמעתתא דמשה - אורח חיים -- סימנים תק״ל - תרצ״ז	פיינשטיין, משה	מכון אסוקי שמעתתא			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		ספר שמעתתא דמשה - אורח חיים -- סימנים תק״ל - תרצ״ז	פיינשטיין, משה	מכון אסוקי שמעתתא			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.7							
		אוצר פסקים - חול המועד ויום טוב	פרץ, מיכאל	יריד הספרים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		בין פסח לשבועות - הלכות ומנהגים השלם	כהן, צבי				5/10/2021	AL	FALSE	cover is fraying binding is falling apart	הלכה - אחרונים או״ח	4.8							
		הלכות המועדים - דיני יום טוב	גרוסמן, שלמה זלמן				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		הלכות ערב פסח שחל בשבת	ווייסמאן, שמחה יהושע				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		יום טוב שני כהלכתו 	פריד, ירחמיאל דוד				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		מנחת אהרן - חג הפסח	מיאסניק, אהרן				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		מעדני שלמה בעניני המועדים - חלק א	פריד, ירחמיאל דוד				7/14/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		מעדני שמואל על הלכות פסח	גאנצפריד, שלמה				5/10/2021	AL	FALSE	binding is falling apart	הלכה - אחרונים או״ח	4.8							
		מצות חבורה - מדריך לאפיית מצות יד	ראטה, אפרים אליעזר				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		מצות נר איש וביתו - הלכות חנוכה	שלזינגר, אליהו	פלדהיים			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		סוכה כהלכתה	יואל שורץ / גלבר, שלום יוסף	הוצאת דבר			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספירת העומר - הלכות ומנהגים השלם	כהן, צבי				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר ארבעת המינים השלם - א-ב	וייספיש, אליהו	מאור הלכה			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר הלכות חג בחג על ארבעה מינים	קארפ, משה מרדכי				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר הסוכה השלם - אוצר כל בו על מצות סוכה	וייספיש, אליהו	מאור הלכה			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר כשרות לפסח - אנציקלופדיה לכשרות המזון	אדרעי, עמרם				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר מלאכת יום טוב	סוקולובסקי, משה	דפוס ליפא פרידמן			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר נתיבות שבת	בלויא, יעקב ישעיה	מכון להוראה			5/10/2021	AL	FALSE	needs new label	הלכה - אחרונים או״ח	4.8							
		ספר פתחי מועד - חלק א	סקוויץ, מאניס מתניה	לאור בע״מ	א		5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר שמירת המועד כהלכתו - דיני חול המועד	ליברמן, משה אפרים				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר שמירת יום טוב כהלכתו	ברויאר, אברהם שלמה				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		ספר תיקון עירובין	ווייס, שלום נח סג״ל				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		פסקי הלכות יום טוב	פאדאווער, אפרים אליעזר	CIS PUBLISHERS			5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		פסקי חתם סופר	ספר, משה				5/10/2021	AL	FALSE	old lable inside sefer says 23.8	הלכה - אחרונים או״ח	4.8							
		קונטרס בעניני חנוכה ומגילה	טורצין, חיים אהרן				5/10/2021	AL	FALSE		הלכה - אחרונים או״ח	4.8							
		הלכות בשר בחלב	הופשטטר, זאב 				5/6/2021	AL	FALSE	old label	הלכה - אחרונים יו״ד	4.9							
		הר צבי - רשמי שאלה - יורה דעה	פראנק, צבי פסח / רוזנטל, שבתי דוד	מכון הרב פראנק			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		טבילת כלים - הלכות ומנהגים	כהן, צבי				5/6/2021	AL	FALSE	old and falling apart	הלכה - אחרונים יו״ד	4.9							
		מאור לכשרות - כשרות חומרי מוצא - הכנת הבשר	לוינגר, ישראל מאיר	לוינגר, ישראל מאיר			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		מאור לכשרות - כשרות חומרי מוצא - חלק א	לוינגר, ישראל מאיר	פלדהיים	א		5/6/2021	AL	FALSE		אנציקלופדיות וכללים	4.9							
		מאור לכשרות - כשרות חומרי מוצא - חלק ב	לוינגר, ישראל מאיר	לוינגר, ישראל מאיר	ב		5/6/2021	AL	FALSE		אנציקלופדיות וכללים	4.9							
		מדריך הכשרות המעשי	רבינוביץ, יואל	הוצאת אריאל			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		מדריך להלכות טרפות	לוינגר, ישראל מאיר	המכון לחקר החקלאות על פי התורה		2	5/6/2021	AL	FALSE	o	הלכה - אחרונים יו״ד	4.9							
		מעדני השלחן - שלחן ערוך -- הלכות בשר בחלב	רבינוביץ, לוי				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		מעדני השלחן - שלחן ערוך -- הלכות מתנות כהונה - הלכות מליחה	רבינוביץ, לוי				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		מעדני השלחן - שלחן ערוך -- הלכות תערובות	רבינוביץ, לוי				5/6/2021	AL	FALSE	מם	הלכה - אחרונים יו״ד	4.9							
		מערכת השלחן - א-ב	קורנפלד, פנחס שמחה				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		מערכת השלחן - ג-ד	קורנפלד, פנחס שמחה				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר אהל יעקב על הלכות מליחה - בשר בחלב ותערובות	סקוצילס, יעקב אהרן	קול מהיכל			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר אוצר דברי הפוסקים - בשר בחלב	ווייס, שאול יחזקאל				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר אוצר דברי הפוסקים - הלכות תערובות	ווייס, שאול יחזקאל				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר בית היין על הלכות יין נסך עם ביאור קונדיטון	דזשייקאב, שלום	דפוס הדף			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר חלקת בנימין - ס קי״ב - ס׳ קט״ז	כהן, בנימין				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר חלקת בנימין - ס׳ קי״ז - ס׳ קכ״ב	כהן, בנימין				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר עבודת הים - ספר חזרה על הלכות בשר בחלב ותערובות	ביברפלד, יחיאל	מכון באר התורה			7/14/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר עבודת יד	ביברפלד, יחיאל	מכון באר התורה			5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		ספר פתחי תשובות	שרגא, אברהם				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		קול יעקב לקט פסקי הלכות תערובות איסור והיתר	ורנר, יעקב				5/6/2021	AL	FALSE		הלכה - אחרונים יו״ד	4.9							
		אבילות - הלכה ומנהג	הבלין, שלמה זלמן / הבלין, חנוך משה	מכון שיח אליעזר			5/28/2021	AL	FALSE		הלכה - אחרונים יו״ד	5.1							
		איש ואשתו	אלינסון, אליקים	ספרית אלינר	ג		4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		אלו שכופין להוציא - יסודות כללים והלכות בדיני כפיה לגט	גלדברג, יוסף	לאור בע״מ			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ביום שידובר - הלכות לשון הרע בבירורי שידוכין	וינגורט, מרדכי מנחם				5/28/2021	AL	FALSE		הלכה - שונות	5.1							
		בין האשה ליוצרה	אלינסון, אליקים	ספרית אלינר	א		4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		בין ישראל לנכרי - עניני ״אבן העזר״	גולדברג, חיים בנימין				4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		הישכם אהבים את ה׳					5/28/2021	AL	FALSE		הלכה - שונות	5.1							
		הלכות יחוד					4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		הצנע לכת	אלינסון, אליקים	ספרית אלינר	ב		4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		טהרת פתחים	היילפרין, לוי יצחק	מכון מדעי טכנולוגי לבעיות הלכה			5/28/2021	AL	FALSE		הלכה - אחרונים יו״ד	5.1							
		כפייה בגט	גרטנר, שמואל צבי הירש	מכון אוצר הפוסקים			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		מראות הצובאות השלם  -עגונות 	מרגליות, משה זאב				4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		נתיב הכתובה - הלכות והליכות בענייני כתובה וסידור חופה וקידושין	זנד, יהושע זאב	מוסדות מאיר עיני ישראל			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		סדר הכתובה כהלכתה	שטרן, שמואל אליעזר	נחלת יחזקאל			5/6/2021	AL	FALSE	cover is a bit deracpit on 4.10	הלכה - אחרונים אבהע״ז	5.10							
		ספר אוסף אמרים - תורת חג השבועות	שעכטר, יעקב מאיר	דפוס המהודר			5/28/2021	AL	FALSE		הלכה - אחרונים יו״ד	5.1							
		ספר אוצר מנהגי נישואין	דבורקס, אליקום	חומת ירושלים			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר אור החיים עם עת לעשות לה׳	שערבי, דוד שלום / יעבץ יוסף	TASHMA			5/28/2021	AL	FALSE		מוסר ועניני אגדה - כללי	5.1							
		ספר אני לדודי - עיקרי דיני נישואין	לופיאנסקי, אריה ליב				4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר בין ישראל לעמים הלכה - יחוד עם הנכרי	פרץ, מיכאל				4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר בתים לבדים - הלכות שידוכין אירוסין ונישואין בזווג ראשון ובזווג שני 	מאסקאוויטש, יעקב	מכון מים אדרים			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר דבר היחוד על הלכות איסור יחוד	היילברון, חיים מנחם 	ספרייתי			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר דבר הלכה על הלכות איסור יחוד תוצאה רביעית	הורביץ, אברהם הלוי				4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר הנשואין כהלכתם - כלל הדינים והמנהגים - א	אדלר, בנימין	המסורה	א		4/20/2021	AL	FALSE	binding is falling apart	הלכה - אחרונים אבהע״ז	5.10							
		ספר הנשואין כהלכתם - כלל הדינים והמנהגים - ב	אדלר, בנימין	המסורה	ב		4/20/2021	AL	FALSE	wear on binding	הלכה - אחרונים אבהע״ז	5.10							
		ספר חליצה כהלכתה - דיני וסדר החליצה	שוורץ, יחזקאל אהרן	מכון אוצר הפוסקים	ב		4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר חליצה כהלכתה - דיני וסדר היבום	שוורץ, יחזקאל אהרן	מכון אוצר הפוסקים	א		4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר טיב חליצה 	צינץ, אריה ליב	דפוס האחים טברסקי	ב		4/20/2021	AL	FALSE	no label number	הלכה - אחרונים אבהע״ז	5.10							
		ספר יום ערבה - מאמרי הושענא רבה	שפירא, משה / מייזלס, אליהו חיים	הוצאה לאור צוף			5/28/2021	AL	FALSE		מוסר ועניני אגדה - מועדים	5.1							
		ספר נחלת שבעה - א-ב	הלוי, שמואל	הוצאת פרנקל			4/20/2021	AL	FALSE		הלכה - אחרונים אבהע״ז	5.10							
		ספר נחלת שבעה השלם - שטרות - א	הלוי, שמואל	מכון אוצר הפוסקים	א		4/20/2021	AL	FALSE		הלכה - אחרונים חו״מ	5.10							
